Question Pack ID,Question ID,Sub-Sub Category,Category,Sub Cateogry,Difficulty Level,Question,Answer A,Answer B,Answer C,Answer D,Correct Answer,Image link,Flash Card,Keywords
SG9,SAG173,Naturally Wonderful,Society,General,L3,"Known in Tibet as ""Chomolungma"", and known to the world prior to 1856 as Peak XV, this site sits on an international border between China and Nepal. Where am I?",K2,Plateau of Tibet,Khyber Pass,Mt. Everest,D,https://cdn.funtrivia.com/qphotos/71/359571_3.jpg,"The height of Peak XV was first published in 1856 by the Great Trigonometric Survey of British India as 29,002 feet. Andrew Waugh, the British Survey General of India, suggested in 1865 that the peak be named after Sir George Everest, who was his predecessor. Because Nepal and Tibet had been closed to foreigners, Waugh was unaware that the mountain already had a native name.",
SG9,SAG174,Naturally Wonderful,Society,General,L3,"Known as ""Ongtupqa"" in the Hopi language, this feature is not the deepest or widest, but it is at least seventeen million years old. Where am I?",Ring of Fire,Marianas Trench,Grand Canyon,Royal Gorge,C,https://cdn.funtrivia.com/qphotos/71/359571_6.jpg,"The Grand Canyon, located in northern Arizona, was carved by the Colorado River. It is 277 miles long, up to 18 miles wide and attains a depth of over a mile. Inhabited by native Americans for thousands of years, it was discovered in 1540 by García López de Cárdenas from Spain. In 1869 John Wesley Powell led the first expedition down the canyon. He was the first to call it the ""Grand Canyon""; previously it had been known as ""Big Canyon"".",
SG9,SAG175,Naturally Wonderful,Society,General,L3,"On the 2011 list of the Seven Wonders of Nature, the name for this site comes from the Guarani or Tupi words for ""big water"". It lies on the border between Brazil and Argentina. Where am I?",Iguazu Falls,Colorado River,Angel Falls,Amazon River,A,https://cdn.funtrivia.com/qphotos/71/359571_7.jpg,"The Iguazu Falls waterfall system consists of 275 falls along the Iguazu River. The legend is that a god wanted to marry Naipi, a beautiful woman. She, however, wanted to stay with her mortal lover, Taroba. They fled down the river in a canoe, but the god sliced the water in rage, condemning them to fall eternally. The first European to find the falls was Álvar Núñez Cabeza de Vaca in 1541.",
SG9,SAG176,King Tutankhamun,Society,General,L3,"Tutankhamun is the only Pharaoh to have a nickname in popular culture 'King Tut', but can you tell me what his name means?",Living image of Aten,Living image of Amun,Living through Amun,Living through Aten,B,,"His birth name was Tutankhaten, which meant 'Living image of Aten'. He changed his name after he became Pharaoh, although it may not have been by choice as it was an attempt to remove Akenhaten's Amarna Revolution.
 Ankhesenamun's name means 'Living through Amun' whereas her birth name Ankhesenpaaten meant 'Living through Aten'.",
SG9,SAG177,King Tutankhamun,Society,General,L3,Who is generally accepted as Tutankhamun's father?,Akhenaten,Mentuhotep VI,Ramesses II,Thutmose II,A,,"Akhenaten is generally accepted to be his father, born Amenhotep IV. He attempted to compel the population of Egypt to believe in just one God, Aten.
 Ramesses II was Pharaoh in the 19th Dynasty. Mentuhotep VI was Pharaoh in the 16th Dynasty and Thutmose II was Pharaoh 18th Dynasty.",
SG9,SAG178,King Tutankhamun,Society,General,L3,Tutankhamun was only a young boy when he became Pharaoh. Approximately how old was he?,6 years old,13 years old,11 years old,9 years old,D,,"Akhenaten died after a 17 year reign. It is still debated who reigned between his death and Tut's ascending the throne. Some believe Nefertiti may have ruled for a time under the name of Ankhkheprure Neferneferuaten. Another name sometimes suggested is Smenkhkare, who is just as mysterious. There are theories that Smenkhkare is Tutankhamun's brother or father, or another name for Nefertiti.",
SG9,SAG179,King Tutankhamun,Society,General,L3,King Tut was only nine years old when he was married. Can you tell me the name of his bride?,Ankhesenamun,Nefertiti,Kiya,Cleopatra,A,,"Ankhesenamun was possibly his half sister and was born as Ankhensenpaaten. She changed her name along with Tutankhamun's to reflect their belief in the God Amun.
 Kiya is believed to be Tut's mother.
 Nefertiti is believed to be his step mother.",
SG9,SAG180,King Tutankhamun,Society,General,L3,King Tut's reign did not make a huge impact on Egyptian history compared to some other Pharaohs. Approximately how long did he reign?,Two years,Ten years,Fifteen years,Twenty years,B,,"He only reigned for about ten years. He died around the age of eighteen or nineteen. There is some controversy over his death. Some believe that he was murdered, others believe that he may have been in an accident and died from infection.",
SG10,SAG181,A Well-Rounded Education,Society,General,L3,English Literature: Which of these writers is NOT matched with his work?,"""Robinson Crusoe"" - Robert Louis Stevenson","""Heart of Darkness"" - Joseph Conrad","""Lord of the Flies"" - William Golding","""Moby Dick"" - Herman Melville",A,,"""Robinson Crusoe"" is a novel by Daniel Defoe published in 1719. It is sometimes credited as being ""the first English novel,"" though some scholars argue for earlier contenders. The book is a fictional autobiography of the title character, who ends up a castaway on a remote island for twenty-eight years and must survive the threats of nature, mutineers, and cannibals before at long last being rescued. Daniel Defoe is also known for such works as ""Moll Flanders,"" ""A Journal of the Plague Year,"" and ""Colonel Jack.""",
SG10,SAG182,A Well-Rounded Education,Society,General,L3,Economics: Which of these famous economists is NOT traditionally associated with the Austrian school of economics?,Paul Krugman,Friedrich Hayek,Ludwig von Mises,Carl Menger,A,,"Paul Krugman is typically considered to be a Keynesian economist. John Maynard Keynes developed economic theories in the 1930s in an attempt to grapple with the Great Depression. He argued that increased government spending and lower taxes would stimulate demand and pull the economy out of the depression. 
  In contrast, the Austrian school of economics suggests that government interference is not so beneficial for the economy. Carl Menger was the founder of the Austrian school of economics, and he developed the marginal theory of utility. Ludwig von Mises influenced the libertarian movement that would develop in the United States in the mid-20th century and published ""Human Action."" Friedrich Hayek carried out pioneering work in the theory of money and economic fluctuations, for which he shared the Nobel Memorial Prize in Economic Sciences.",
SG10,SAG183,A Well-Rounded Education,Society,General,L3,Science: Which of these famous scientists is NOT primarily known as a physicist?,Gregor Mendel,Niels Bohr,Albert Einstein,Richard Feynman,A,,"Gregor Mendel is considered to be the founder of the modern science of genetics. He established rules of hereditary through his experiments with pea plants.
  Albert Einstein, a theoretical physicist, is known for his theory of relativity, and Niels Bohr is known for his contributions to quantum theory and our understanding of atomic structure. Richard Feynman is known for known for his theory of quantum electrodynamics, among other things.",
SG10,SAG184,A Well-Rounded Education,Society,General,L3,"Personal Finance: You are taking out a $100,000 mortgage. Which of these mortgages will cost the most over the life of the loan?",A 15-year fixed mortgage at 4.5%,A 30-year fixed mortgage at 4% interest,A 15-year fixed mortgage at 4.25% interest,A 30-year fixed mortgage at 3.9% interest,B,,"A $100,000, 30-year fixed mortgage at 4% interest would cost the most, at a total of $171,870 over the life of the mortgage. While 4.5% is the highest interest rate among the choices, the shorter term results in a cost savings. A $100,000, 15-year fixed mortgage at 4.5% interest would cost a total of only $137,699 over the life of the mortgage. However, there may be other reasons for preferring the 30-year mortgage, such as lower monthly payments ($477 a month vs. $765 a month), which might leave you with the ability to avoid financing higher-cost debts, which could save you money in the long-run.",
SG10,SAG185,A Well-Rounded Education,Society,General,L3,U.S. History: Which one of these generals is NOT properly matched with a war in which he fought?,Charles Lee - Spanish American War,Nathanael Greene - American Revolution,Robert E. Lee - Civil War,Andrew Jackson - War of 1812,A,,"Charles Lee served as a general during the American War of Independence. He died in 1782, long before the Spanish American War in 1898.
  Andrew Jackson's success at the Battles of Horseshoe Bend and New Orleans set him up for a political career, and he was eventually elected as the 7th President of the United States.
  Robert E. Lee commanded the Army of Northern Virginia during the Civil War. Nathanael Greene was a major general of the Continental Army during the American Revolution who served under George Washington in New York, New Jersey, and Pennsylvania and was known as a great strategist.",
SG10,SAG186,A Beginner's on Archeology,Society,General,L3,Archeology is the study of human activity through the analysis of materials. Which of the following would NOT be considered an ancient archeological artifact?,A stone tool,A modern textbook on ancient medicine,The Parthenon,Ancient seeds,B,https://cdn.funtrivia.com/qphotos/44/390544_1.jpg,"Archeological materials include anything that humans built or used. Anything written now would not qualify as an ancient artifact, at least not until modern times are considered ancient, at which point the book itself would indeed be an ancient artifact. 
  Archeologists have discovered tools that predate the entire homo genus. 
  This image, if you look closely, is of a very old book. It would probably be an artifact by now, but here it's used to point you to the answer to this question.",
SG10,SAG187,A Beginner's on Archeology,Society,General,L3,One of the most important archeological sites is Pompeii. What happened in 79 AD that caused so many artifacts to be preserved?,Tidal wave washed all the dirt away,Artists created mini-replicas,New king decreed city sacred,City was preserved under volcanic ash,D,https://cdn.funtrivia.com/qphotos/44/390544_2.jpg,"When Mt. Vesuvius exploded in 79 AD, it instantly decimated the cities of Pompeii and Herculaneum, covering them with many layers of ash and pumice. Other cities were built over these layers, and it took hundreds and hundreds of years before archeologists uncovered the ancient ruins beneath. One of the most fascinating finds was spaces of air archeologists kept finding in the ash. Eventually, they filled the spaces with plaster, and the plaster casts revealed what had been there when the volcano exploded: humans, as they were when the volcano blew. Some where tucked under, as if hiding from the destruction, while others were simply left standing, immortalized forever. 
  This image portrays the makings of an at-home volcano.",
SG10,SAG188,A Beginner's on Archeology,Society,General,L3,"Can you name the famous slab, originally discovered in Egypt, that has text from three different languages inscribed on it?",Compass Rose,Rosetta Stone,Sawlumin inscription,Valun tablet,B,https://cdn.funtrivia.com/qphotos/44/390544_3.jpg,"The Rosetta Stone was discovered by a French soldier in Egypt; it's actually a fragment of a much larger stone that contained a royal decree, which was inscribed in three languages: Egyptian hieroglyphics, Egyptian written script, and ancient Greek. This was a particularly rich find, because it allowed archeologists to study the languages in greater detail as they cross-referenced each other. 
  This image is a close-up of orbicular granodiorite; the Rosetta Stone is also made of granodiorite.",
SG10,SAG189,A Beginner's on Archeology,Society,General,L3,"Discovered in Shanxi, a province in Central China, were ancient artifacts made out terra cotta. What was their shape?",Birds,"Nothing in particular, just rocks",Warriors,Musical instruments,C,https://cdn.funtrivia.com/qphotos/44/390544_4.jpg,"The Terracotta Warriors are part of a huge archeological find discovered by farmers in the 1970s. It is truly extraordinary in size and scope. The site was built around 210 BCE as a royal tomb for Qin Shi Huang, who was the first Emperor of China. He was buried with over 8,000 individual warrior figures, as well as hundreds of chariots and horses, all of them life-sized. It was likely believed that the Emperor would be protected in the afterlife by the terracotta army. Parts of the army are exhibited at the British Museum in London, and some of them have been part of a traveling exhibit. 
  This image is of an army, not of warriors but of ants.",
SG10,SAG190,A Beginner's on Archeology,Society,General,L3,"The Cave of Altamira, found by an amateur archeologist and his young daughter in 1879, revealed cave paintings of animals, handprints, and abstract shapes from the stone age. In what country would you find this awesome cave?",England,Spain,Egypt,Russia,B,https://cdn.funtrivia.com/qphotos/44/390544_5.jpg,"The Cave of Altamira is located in Spain, not far from Basque territory. Altamira translate roughly to ""High Look"" and is over 1000 meters long. Archeologically it is quite interesting for many reasons, one of which is that after its Stone Age inhabitants moved on, it was sealed off, likely by a rock slide, from human contact for thousands of years, thereby essentially preserving the ancient paintings. 
  The cave is so popular with visitors that authorities had to close it to the public; carbon dioxide from people breathing in the cave was beginning to damage the cave paintings. In response, several replicas have been built for people to visit and study. 
  This is a rough sketch of a Basque-style hat.",
SG10,SAG191,A Beginner's on Archeology,Society,General,L3,Thousands of miles off the coast of Chile is a tiny island called Easter Island that's archeologically famous because of its moai. What are the moai?,Voynich Manuscript,Petrified butterflies,Giant stone heads,Mini caves,C,https://cdn.funtrivia.com/qphotos/44/390544_6.jpg,"Easter Island, known by natives as Rapa Nui, is the setting for nearly 900 statues that were carved sometime between 1100 and 1680 CE. Some are just heads, while others are heads that sit on torsos, and some even have knees. The statues are so heavy, archeologists have not determined definitely how their creators moved them.
  The head on this pint is supposed to point you to the giant stone heads in this answer.",
SG10,SAG192,A Beginner's on Archeology,Society,General,L3,"The Antikythera Mechanism was discovered on an island in the southern Aegean sea in about 1900 and is estimated to be about 2000 years old. Of the following functions, which one is LEAST LIKELY to be one the mechanism had?",Following movement of sun and moon,Predicting eclipses,Tuning a piano,Tracking four-year cycle of Olympiad-like games,C,https://cdn.funtrivia.com/qphotos/44/390544_7.jpg,"In 1900, a group of sponge divers came upon many artifacts from shipwrecks, including statues, glasswork, and some corroded pieces of bronze that turned out to be a gear-based mechanism that had numerous functions. Scientists suspect the mechanism could be used to keep track of time, the moon's orbit, and a four-year cycle that likely predicted Olympiad-style games 
  This image is of a fragment of a piano keyboard.",
SG10,SAG193,A Beginner's on Archeology,Society,General,L3,Here's an easy one. What is the name of the iconic archeological site in southwest England sees over a million visitors each year?,Arthur's Seat,La Brea Tarpits,Stonehenge,Carhenge,C,https://cdn.funtrivia.com/qphotos/44/390544_8.jpg,"Stonehenge is one of the most well-known monuments in the world, and the mystery of its functions adds to the fascination. Archeologists estimate it was built between 3000 BC to 2000 BC, but they have little definitive evidence as to why the pillars of stone were built in the first place. 
  This is a rough sketch of Stonehenge.",
SG10,SAG194,A Beginner's on Archeology,Society,General,L3,Thousands of paper fragments have been found near the Dead Sea; can you name the four languages that were identified soon after they were found in 1946-47?,"Hebrew, English, French, and Russian","Cherokee, Chinese, Swahili, and Armenian","Yiddish, Arabic, Welsh, and Hungarian","Hebrew, Aramaic, Greek, and Nabataean",D,https://cdn.funtrivia.com/qphotos/44/390544_9.jpg,"The four main languages found on the scrolls are Hebrew, Aramaic, Greek, and Nabataean, with the majority being Hebrew. Nabataean is what was used by Nabataeans, who lived in the upper area of Arabia. 
  Around 1946, Beduin teenagers were tending to their goats and sheep in an area now known as the West Bank. One of them idly threw a rock, revealing a theretofore hidden cave, in which were clay jars that held paper scrolls. Many more were found in ensuring years. The fragments, when put together, contain almost all of the Old Testament of the Bible. 
  This image is of a fragment of the Dead Sea Scrolls and not really a hint.",
SG10,SAG195,A Beginner's on Archeology,Society,General,L3,Otzi is a most interesting find - a mummy of a man who lived sometime between 3400 and 3100 BC was found in the Alps in 1991. He had a myriad of artifacts that were preserved in the ice with him. Which of the following would NOT be one of Otzi's artifacts?,Firestarter supplies,A three-foot axe of pure gold,Quiver of arrows,Medical kit,B,https://cdn.funtrivia.com/qphotos/44/390544_10.jpg,"A golden axe would be way too heavy to carry; Otzi actually had a bronze axe. He also had a couple baskets, one of which had berries and another which had a type of fungus that fights off parasites. Otzi carried more items with him, including arrows and what was likely a string bow; flint and other supplies for starting a fire; and a knife with a flint blade. 
  The image here is of goldenrod, to hint at gold.",
SG10,SAG196,Geography Terms,Society,General,L3,What is a narrow strip of land that joins two large land areas?,isthmus,chinook,alluvium,crevasse,A,,"Isthmus, a Greek word which means ""neck"", serves as a bridge for two large land areas; North and South America are joined together by the Isthmus of Panama making each accessible via land.",
SG10,SAG197,Geography Terms,Society,General,L3,"What is the subtropical grassland that has local names such as prairie, scrub, pampas, veld, barren and chaparral?",meadow,savanna,wilderness,steppe,B,,A grassland containing scattered trees and bushes is called savanna (or savannah). This is a characteristic of tropical America and much of the tropical Africa. The largest savanna can be found in Australia.,
SG10,SAG198,Geography Terms,Society,General,L3,"What is a deep ravine between cliffs, often carved into a landscape by a river?",leeward,floodplain,butte,canyon,D,,"Rivers cause erosion that cuts into the earth, making the canyon wider and deeper and often with steep sides. At first, a river can create a pathway, but due to erosion, over a long period of time, it can become deeper and steeper, and a canyon is formed.",
SG10,SAG199,Geography Terms,Society,General,L3,What do you call the times when nights and days are equal in length?,equinoxes,taiga,solstices,chinook,A,,"Equinoxes are the days when the sun crosses the equator during its annual motion from north to south (about September 23, the Northern's Hemisphere's autumnal equinox) or from south to north (about March 21, the vernal equinox). At the equinoxes, day and night are of equal length. Equinox came the Latin word ""aequi"" which means equal, and ""nox"" which means night.",
SG10,SAG200,Geography Terms,Society,General,L3,What is the wind system of the Indian Ocean and Southern Asia that changes its direction from season to season?,doldrums,climate,weather,monsoon,D,,"Etymologically, monsoon came from the Arabic word ""mausim"" which means season. The monsoon is especially prominent in Southeast Asia, characterized by the rainy summer season from April to September.",
SG11,SAG201,Sociology 101,Society,General,L4,"What is the definition of the term ""sociology""?",The discipline that studies society and how people behave,"The norms, values, and beliefs of a society",The examination of social environments,"The discipline designed to understand, explain, and predict changes in our environment",A,,"The sociological perspective highlights the social environments in which people live. Culture is defined as the norms, values, and beliefs of a society. The disciplines that strive to understand, explain, and predict changes in our environments are the ""natural sciences"".",
SG11,SAG202,Sociology 101,Society,General,L4,Which founding sociologist identified the bourgeoisie and proletariat classes?,Karl Marx,Emile Durkheim,Herbert Spencer,Max Weber,A,,"Max Weber disagreed with almost everything Karl Marx said. While Marx believed that economics was the major force in social change, Weber said that religion was the cause of social change. Emile Durkheim is best known for his work with suicide. Spencer promoted the theory of ""social Darwinism"".",
SG11,SAG203,Sociology 101,Society,General,L4,Which of the three perspectives in Sociology focuses on one-on-one relationships?,Conflict Theory,Differential Association Theory,Functionalism,Symbolic Interactionism,D,,The conflict theory is based on the belief that the various groups in society are all competing with one another. Functionalism is the perspective which says that there are both good consequences (functions) and bad consequences (dysfunctions) in every aspect of society. The differential association theory is not one of the three perspectives in Sociology.,
SG11,SAG204,Sociology 101,Society,General,L4,What is the Sapir-Whorf hypothesis?,The idea that society has several different groups,The idea that gestures supplement our words,The idea that language creates ways of thinking and perceiving,The idea that there are specified times when it is acceptable to break norms,C,,The Sapir-Whorf hypothesis was developed by Edward Sapir and Benjamin Whorf. They developed this hypothesis in the 1930s after examining the Hopi Indians.,
SG11,SAG205,Sociology 101,Society,General,L4,Which of these is not one of the U.S. values identified by James Heslin?,Achievement,Leisure,Tradition,Youthfulness,C,,"There are 20 U.S. values, according to ""Sociology: A Down to Earth Approach"", by James Henslin: achievement and success, individualism, activity and work, efficiency and practicality, science and technology, progress, material comfort, humanitarianism, freedom, democracy, equality, racism and group superiority, education, religiosity, romantic love, leisure, self-fulfillment, physical fitness, youthfulness, and concern for the environment.",
SG11,SAG206,Sociology 101,Society,General,L4,What are the three elements of the looking-glass self?,"Anger, Disgust, and Fear","Imitation, Play, and Games","Imagine, Interpret, and Develop","Id, Ego, and Superego",C,,"In the looking-glass self, we imagine how we appear to others, interpret their reaction, and adjust our self-concept to match.",
SG11,SAG207,Sociology 101,Society,General,L4,Which of these is NOT a stage in the development of reasoning?,Semi-Operational,Preoperational,Sensorimotor,Formal Operational,A,,"There are four stages in the development of reasoning: sensorimotor, preoperational, concrete operational, and formal operational.",
SG11,SAG208,Sociology 101,Society,General,L4,"If a person is 54 years old, which of the stages in the Life Course is he in, according to the stages proposed by Erik Erikson?",Early Middle Years,Young Adulthood,Early Older Years,Later Middle Years,D,,The later middle years are fifty to sixty-five. The early middle years are thirty to forty-nine. The early older years are sixty-five plus. Young adulthood is considered to be between the ages of eighteen and twenty-nine.,
SG11,SAG209,Sociology 101,Society,General,L4,"Which is an example of a ""master status""?",College Graduate,Elementary School Teacher,President,Woman,D,,"A ""master status"" is a status that overrides all other statuses. The other three answers are examples of achieved statuses.",
SG11,SAG210,Sociology 101,Society,General,L4,Which of these is NOT one of the functions required for a society to survive?,Replace members,Exert dominance over other groups,Preserve order,Produce goods,B,,"There are five main functions required for a society to survive: replace members, socialize new members, produce and distribute goods, preserve order, and provide a sense of purpose.",
SG11,SAG211,Sociology Part 2,Society,General,L4,What is a role nuance?,playing two roles constantly,different ways to play the same role,when you go from one role to another,someone willing to play the opposite role,B,,,
SG11,SAG212,Sociology Part 2,Society,General,L4,Which word means being pushed out of the home situation so as to establish one's own household?,ageism,coercive,extrusion,reciprocity,C,,Don't all parents at one time try to get rid of their darling children?,
SG11,SAG213,Sociology Part 2,Society,General,L4,Which country has a 'National Respect Day for the Elderly'?,Russia,China,Japan,Chile,C,,I think we should have one here in the US as well!,
SG11,SAG214,Sociology Part 2,Society,General,L4,Which one of these is NOT one of the 5 institutions of a society?,democracy,government,religion,economy,A,,"The 5 Institutions are: family, government, economy, religion, and education.",
SG11,SAG215,King Tutankhamun,Society,General,L4,Who succeeded him as Pharaoh after his death?,Smenkhkare,Horemheb,Ay,Akhesenamun,C,,"Ay took the throne after him, marrying Ankhesenamun to legitimise his rule. He only ruled for four years, after which Horemheb began his rule. Horemheb tried to eliminate any evidence of the reigns of Akhenaton, Tut and Ay. But in doing so he made Tutankhamun more intriguing.",
SG11,SAG216,King Tutankhamun,Society,General,L4,Howard Carter was obsessed with finding Tutankhamun's tomb. What year did he discover the tomb?,1920,1914,1922,1925,C,,"Lord Carnarvon had become annoyed that Carter had yet to find any evidence of the tomb, and so only allowed funding for one more season. The tomb was eventually discovered in November 1922. The tomb was small and cramped compared to other tombs found in the area.",
SG11,SAG217,King Tutankhamun,Society,General,L4,"Tut's tomb was not as extravagant as other Pharaohs. His sarcophagus, however, was extraordinary. How many sarcophagi was his body in?",4,1,3,2,C,,His body was within 3 sarcophagi. The first is the largest and is still in the original tomb in the Valley of the Kings. The second is made of wood and covered with gold and semi precious stones. The third is solid gold and weighs approximately 110 kilograms.,
SG11,SAG218,King Tutankhamun,Society,General,L4,What other remains were found in his tomb with him?,Two male foetuses,Mummified wife,Male and Female foetuses,Two female foetuses,D,,One of the female foetuses was approximately 5 months in gestational age and the other between 7 and 9 months gestation. It is believed they were stillborn.,
SG11,SAG219,A Well-Rounded Education,Society,General,L4,Geometry: Which of these formulas is NOT correct?,The circumference of a circle = Pi x diameter,The perimeter of a triangle = base x height,The circumference of a circle = 2 x Pi x radius,The perimeter of a triangle = a + b + c,B,,"Pi is a mathematical constant approximately equal to 3.14159265359. A radius is a straight line from the center of a circle to the circumference of that circle. The diameter is two times the radius, so the formula for the perimeter of a circle could be written both ways shown in the answer choices. 
  To calculate the perimeter of a triangle, however, one needs to add all three sides: a + b + c.",
SG11,SAG220,A Well-Rounded Education,Society,General,L4,Psychology: Which of these psychologists is NOT properly matched with his theory?,Sigmund Freud - theory of personality development,John Bowlby - attachment theory,B.F. Skinner - theory of operant conditioning,Ivan Pavlov - theory of the unconscious mind,D,,"Ivan Pavlov was best known for his discovery of classical conditioning through a study involving dogs, in which he discovered that dogs could be conditioned to salivate at the sound of a bell. It is Freud who is better known for his focus on the unconscious mind. Freud's theory of personality development maintained that personality is formed through conflicts among the id, ego, and superego. The unconscious mind is a reservoir of urges, memories and thoughts beyond our conscious awareness.",
SG12,SAG221,A Well-Rounded Education,Society,General,L4,U.S. Government: Which of these is NOT one of the rights guaranteed by the first amendment to the U.S. Constitution?,freedom from unreasonable search or seizures,freedom of the press,freedom of speech,right to petition the government,A,,"It is the fourth amendment that prohibits unreasonable searches and seizures. The fourth amendment also establishes requirements for issuing warrants. In additions to the freedoms listed in the answer choices, the first amendment also prevents Congress from passing laws that prohibit the free exercise of religion and ensures the right to peaceably assemble.",
SG12,SAG222,A Well-Rounded Education,Society,General,L4,Religion: Which of these religions is NOT properly paired with the person traditionally considered to be its founder?,Muhammad - Islam,Joseph Smith - Mormonism,Bahá'u'lláh - Sikhism,Zarathustra - Zoroastrianism,C,,Bahá'u'lláh was the founder of the Bahá'í religion. Guru Nanak Dev was the founder of Sikhism in the 15th century. The religious practices were then later formalized by Guru Gobind Singh Ji in the 17th century.,
SG12,SAG223,A Well-Rounded Education,Society,General,L4,"Did this quiz give you a flashback to your high school days? What musician wrote and sang, ""When I think back on all the crap I learned in high school, it's a wonder I can think at all""?",Roger Waters,Paul Simon,Bob Dylan,Bono,B,,"This quote comes from Paul Simon's song ""Kodachrome"":
  ""When I think back
 On all the crap I learned in high school
 It's a wonder
 I can think at all
 And though my lack of education
 Hasn't hurt me none
 I can read the writing on the wall.""
  Roger Waters of Pink Floyd didn't have anything more complimentary to say about schooling in ""Another Brick in the Wall Part 2"":
  ""We don't need no education
 We don't need no thought control
 No dark sarcasm in the classroom
 Teachers leave them kids alone.""",
SG12,SAG224,Geography Mix,Society,General,L4,What two countries are separated by the Khyber Pass?,India and Nepal,Pakistan and Afghanistan,Italy and Switzerland,Spain and France,B,,The Khyber Pass is very treacherous and the US will probably not choose to use it to send troops into Afghanistan.,
SG12,SAG225,Geography Mix,Society,General,L4,What American city was once the capital of a Russian territory?,"Stewart, Alaska","Juneau, Alaska","Sitka, Alaska","Fairbanks, Alaska",C,,"The Russians made Sitka the center of trade, for the fur of Sea Otters. Sitka's residents enjoyed theater, fine wines and many other riches. After depleting the sea of otters, the Russians sold Alaska to the Americans in 1867.",
SG12,SAG226,Geography Mix,Society,General,L4,The Palace of Knossos (ruins) is on what island in the Mediterranean?,Malta,Crete,Sicily,Corsica,B,,"The site at Knossos, Greece, includes the Palace of Knossos, the Minoan Houses, the 'Little Palace', the 'Royal Villa', the villa 'Dionysos' with famous Roman mosaics, the south Royal Temple - Tomb and the 'Caravanserai'. The Palace and the Minoan houses are open to the public.",
SG12,SAG227,Geography Mix,Society,General,L4,________________ exports over half the world's cork?,Portugal,Italy,Spain,Brazil,A,,"Commercial cork, obtained from the cork oak, is buoyant in water because of the presence of trapped air in the cavities of the waterproof dead cells. It is also resilient, light, chemically inert and adhesive. These qualities make cork valuable for bottle stoppers, insulating materials, linoleum, and many household and industrial items. The cork oak (Q. suber) is native to the Mediterranean region, where most of the world's commercial supply of cork is obtained.",
SG12,SAG228,Geography Mix,Society,General,L4,What modern country is home to the ancient city of Babylon?,Iran,Jordan,Saudi Arabia,Iraq,D,,"About 1800 B.C Hammurabi of Babylon began conquering the city-states of Mesopotamia. He began uniting the city-states, he improved the irrigation system, tax system, and government housing system. He also united the people under one religion and developed a Code of Law.",
SG12,SAG229,Geography Mix,Society,General,L4,The ____________ Desert extends through China and Mongolia?,Gobi,Atacama,Sahara,Karakum,A,,"Gobi Desert is sometimes called the Sand Desert, it is mainly located in Mongolia. The Gobi is about 1,000 miles from east to west and about 600 miles from north to south.",
SG12,SAG230,Sociology Part 2,Society,General,L4,Which one is NOT a characteristic of a social group?,popularity,socio economic status,size,gender,A,,"Some characteristics of a group include: size, ethnic ratio, relative age, gender, and socio economic status.",
SG12,SAG231,Sociology Part 2,Society,General,L4,"Ok, on to norms. To a sociologist, what exactly is a norm anyway?",a standard of behavior,a reference to groups,a regulation,a social ranking,A,,Norms play a huge role in our society today.,
SG12,SAG232,Sociology Part 2,Society,General,L4,Which norm is the strongest one in a society?,more,folkway,sanction,taboo,D,,"A taboo in our culture would be incest or cannibalism. Although, some sick people (mostly on the ""Jerry Springer Show"") find nothing wrong with it!",
SG12,SAG233,Sociology Part 2,Society,General,L4,A(n) ________ status is one that is earned.,achieved,sanctioned,ascribed,social,A,,An ascribed status is something that you do not earn-such as your sex or gender. An achieved status is one you earn-such as a college degree.,
SG12,SAG234,Sociology Part 2,Society,General,L4,Norms are enforced by:,values,taboos,sanctions,social rankings,C,,"Norms can be forms of etiquette (no burping at the dinner table), or laws (thou shall not murder).",
SG12,SAG235,Naturally Wonderful,Society,General,L4,"It is the world's largest in terms of drainage basin, and covers 40% of the continent where it is located. One in ten species of the world live in this area. Where am I?",Balkan Peninsula,Sahara Desert,Amazon River,Tibet Plateau,C,,"The Amazon River and its tributaries drain approximately 40% of South America. Containing parts of seven countries, Amazonia is the largest tropical rainforest on Earth. Parts of the system are unexplored, and many of the plants and animals are unknown. In some places, the plants form such a dense roof that sunlight is unable to reach the ground.",
SG12,SAG236,Naturally Wonderful,Society,General,L4,"A province of Ecuador, this is where Charles Darwin visited on his voyage of the Beagle and formulated his theory of natural selection. Where am I?",Galapagos Islands,Hawaiian Islands,Easter Island,Aleutian Islands,A,,"European discovery of the islands occurred in 1535, however, there is some evidence that the islands were visited before that. Patrick Watkins was the first known human resident of the islands. He was an Irish sailor who was marooned on the Island Floreana from 1807-1809. Accounts say he survived by hunting, growing vegetables and trading with whalers before stealing an open boat and navigating to Guayaquil. The Galapagos Islands are one of the few places in the world without an indigenous human population; wildlife includes the famous tortoises, iguanas, sea lions, and, of course, Darwin's finches.",
SG12,SAG237,Naturally Wonderful,Society,General,L4,"In the Maasai language, it means ""endless plains"". It has a large lion population and is one of the best places to see them in their natural environment. Where am I?",Pampas,Nullabor Plains,Serengeti,Canadian Shield,C,,"The Serengeti is one of the ten natural travel wonders of the world. Stretching from northern Tanzania to south-western Kenya, it covers approximately 12,000 square miles. In addition to the large lion population, the plain is also home to buffaloes, zebras, gazelles, and wildebeests. The great wildebeest migration is the largest mass movement of land mammals on Earth.",
